BGGId,Name,Description,YearPublished,GameWeight,AvgRating,BayesAvgRating,StdDev,MinPlayers,MaxPlayers,ComAgeRec,LanguageEase,Kickstarted,ImagePath,Rank:boardgame,Rank:strategygames,Rank:abstracts,Rank:familygames,Rank:thematic,Rank:cgs,Rank:wargames,Rank:partygames,Rank:childrensgames,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
36,Federation & Empire,sprawl empire game set   star fleet universe player command race variety scenario replay quothistoricalquot situation galactic politic futureit base set federation empire series productsthe star fleet universe series base game star fleet battle federation amp empire strategic game base background   federation amp empire stand game star fleet battle require need play gamethe game closely related star fleet battle resolve tactical battle federation amp empire federation amp empire campaign system star fleet battlesthe original version come   publish task force game   follow   quotdeluxequot version replace original release   quotdeluxequot indicate box indicate new version   deluxe version include revise rule book counter sheet player aid battle board player foliothe quotdeluxequot version expansion     federation   empire carrier war     federation   empire module    special operation     federation   empire module    marine assaultin   revision rule complete fampe k call version stand decadein   countersheet entirely redo large number counter sheet rulebook revise incorporate   year errata ruling allow well integration expansion release periodexpande     federation   empire advanced operation     federation   empire combine operation combine replace federation   empire module    special operation federation   empire module    marine assault     federation   empire fighter operation replace federation   empire carrier war     federation   empire planetary operation     federation   empire strategic operation     federation   empire isc war     federation   empire minor empiressince   adb create print pdf form compendium ii iii cover fampe section captain logrsquos   material base game   rule book material expansion advance combined planetary strategic operation compendiumsrsquo compendium iii captain logrsquos   print post   rulesfighter operation update   standard relevant item compendium include,1986,4.4032,6.40295,5.65032,1.83234,2,8,14.4,163.6666667,0,https://cf.geekdo-images.com/ZlZQnkIDefuLQMJGXXDzXA__original/img/xTYyjkb0OEqvWvdWDC2iMbkPQ6k=/0x0/filters:format(jpeg)/pic387448.jpg,5892,21926,21926,21926,21926,21926,1192,21926,21926,0,0,1,0,0,0,0,0
37,Dragon Masters,odd little game game workshop ltd use component mighty empire strategy game   player compete prince elven homeland   player manage economy base village city recruit dragon defeat enemy,1991,2.0909,5.8106,5.51344,1.60859,2,4,8,,0,https://cf.geekdo-images.com/640B5-ljtmZqgCPI2aCLtw__original/img/1PFucTE4ovuqaj5peRmBVLgHPL8=/0x0/filters:format(jpeg)/pic1314183.jpg,15658,21926,21926,21926,21926,21926,3015,21926,21926,0,0,1,0,0,0,0,0
38,Runes,rune different kind word game player actually construct letter special game piece   player attempt figure simply spelling actual letter structure hidden wordsplayer turn put letter segment letter box player board point segment belong letter player get point nt player think know opponent word guess gain point equal number segment word lose point incorrect,1981,1.9,6.16082,5.5373,1.32988,2,4,,,0,https://cf.geekdo-images.com/kazoS3z-rZ4RFBvAHMKbzA__original/img/aL3ufthCmP9yC4rNz3x99XgyI-U=/0x0/filters:format(jpeg)/pic6274530.jpg,11818,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
39,Darkover,base book marion zimmer bradley game meld typical strategy game normally find party game   player vie control world steep psychic energy   mix strategic placement counter chant quoti dare youquot party game mechanic make truly unique game,1979,2.5,5.29583,5.48713,1.75431,2,4,,,0,https://cf.geekdo-images.com/6xSMvokg5iLIGScjuv5kEg__original/img/xjsBzqQ7hhzQc0iHBDwDJXIIG6Q=/0x0/filters:format(jpeg)/pic21974.jpg,19422,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
40,Borderlands,try squeeze diplomacy reasonable time eon design borderland game political wrangling free market society fuel ambition conquest   borderland blend conflict dealmake element diplomacy resource management inspire settler catanthe german edition game ascalion contain element borderland expansionsreimplemente     gearworld borderland,1982,2.7826,6.73841,5.64689,1.62152,2,4,13.33333333,157.3333333,0,https://cf.geekdo-images.com/pJmlIpIcUU7NOZlJE0z4KA__original/img/DnE7MHdiG04qX7Q2QEJJygJUAv0=/0x0/filters:format(jpeg)/pic651637.jpg,5988,21926,21926,21926,780,21926,1000,21926,21926,1,0,1,0,0,0,0,0
41,Can't Stop,sid sackson classic player press luck dice choose combination tactically close column board column possible total sixside dice number space column vary probable total space column roll take complete turn player roll dice arrange duos            amp        amp         amp   player place advance progress marker open column associate choose total choose roll end turn replace progress marker marker color player advance different column turn advance column player close reach end space roll doesnrsquot result legal play turn end turnrsquos progress losta predecessor   great race exist paperandpencil game,1980,1.1553,6.85195,6.69638,1.30733,2,4,7.279411765,6,0,https://cf.geekdo-images.com/JZpo3AnyFH4TqxKWFSFKGQ__original/img/FqTBNKpUalw3f4FEWvFcQ5ydtPg=/0x0/filters:format(jpeg)/pic1046518.jpg,753,21926,21926,202,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
42,Tigris & Euphrates,regard reiner knizia masterpiece tigris amp euphrates set ancient fertile crescent player build civilization tile placement player give different leader farm trading religion government leader collect victory point category score end game number point weak category encourage player overly specialized conflict arise civilization connect board ie external conflict leader type survive conflict leader replace civilization internal conflictsstarting mayfair edition   tigris amp euphrate include doublesided game board extra component play advanced version game quotziggurat expansionquot initially release separate item germany own base game special monument extend space board monument build player cross civilization token color discard token replace ziggurat marker place ziggurat tower middle tile ziggurat marker destroy rule monument apply ziggurat monument king inside kingdom ziggurat victory point color choice end turnsome version tigris amp euphrate list   player incorrectly state   player tigris amp euphrates call reiner knizia tilelaye trilogy,1997,3.5064,7.69599,7.52665,1.48238,2,4,12.33636364,16.05035971,0,https://cf.geekdo-images.com/soAzNVWglCdVBacNjoCTJw__original/img/HClVZy9phFP-NPte4UBQpclsaHU=/0x0/filters:format(jpeg)/pic2338267.jpg,96,85,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
43,Airlines,airline theme exactly suggest title game similar sid sackson classic acquire player compete majority stockholder highlyabstracted company player own valuable portfolio end winnereach turn player choose action expand airline stock hand play stock hand expand airline add route board increase value trick scoring card show randomly play stock count player holding,1990,2.4242,6.58402,5.68861,1.3983,2,6,12,296,0,https://cf.geekdo-images.com/rfKJrXZv8obmM8DGF_xNaw__original/img/Z4wTGCyzjBcZM3o_ZfD83_OAnXU=/0x0/filters:format(jpeg)/pic9562.jpg,5195,1689,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
44,David & Goliath,game add interesting twist standard tricktaking genre   suit player follow suit   winner trick high card play regardless suit   winner get card trick minus card win   card give player play low card   trick play scoring begin   player score facevalue card suit collect point card suit   player point number hand win game,1997,1.6257,6.45438,5.96607,1.20766,3,6,7.769230769,1,0,https://cf.geekdo-images.com/XTkkx0j13h77fnCG7mYI3A__original/img/a08G83lXvnLaMCgSA9cExpDTvII=/0x0/filters:format(jpeg)/pic359902.jpg,2699,21926,21926,778,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
45,Perudo,liars dice aka bluff perudo dudo south american dice game player give dice cup roll hide player successively high declaration result dice remain game eg quotthere sixesquot contest bid happen dice reveal bidder caller lose dice depend correct player dice winneras public domain dice game number variant similar game call liar dice include play poker dice differ market version player declare hand value oppose dice play pokerhand value,1800,1.2625,6.90371,6.72095,1.40634,2,6,8.181818182,26,0,https://cf.geekdo-images.com/UCiGSoCqbOsXS8JzZZC_SA__original/img/wjGWTdm1oFcxipprcBZT9_OZYRc=/0x0/filters:format(png)/pic3949242.png,721,21926,21926,190,21926,21926,21926,50,21926,0,0,0,1,0,0,1,0
46,Medici,reiner knizia standby game play vary number people   object accrue point round spend point bid set card   turn current player turn card player bid high bid take card   card denote commodity type quantityvalue   round end player ship commodity card deck exhaust   round point award player have give commodity valuable total quotcargo loadquotpart knizia auction trilogyone knizia florentine auction game relate game       medici vs strozzi twoplayer version      strozzi      mercator include neue spiele m alten rom ancestor medici,1995,2.2555,7.15626,6.83642,1.2623,2,6,10.1,21,1,https://cf.geekdo-images.com/1njrltRuw3DrS0gNNu02Dg__original/img/DcY7lagZO1XKuTQY5Tfk8Hwm0B8=/0x0/filters:format(jpeg)/pic2672797.jpg,562,352,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
47,Chinatown,negotiation game true sense word player acquire ownership section city block place tile represent business blocksection   end turn tile ve lay give sort payout complete business form connected tile type pay bit well   resource deal player randomly player trade match business adjacent locationsthis game   alea big box series,1999,2.2685,7.35277,7.04135,1.33858,3,5,10.62068966,321.1666667,0,https://cf.geekdo-images.com/QnIOe-1wb8_zuxglKjAwOQ__original/img/KVIx8Af2rXVkyaUA8lxjl_H1aWc=/0x0/filters:format(png)/pic2037509.png,375,252,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
48,Krieg und Frieden,take role landowner feudal society player charge run land accrue favor bishop build cathedral   turn player use resource bid year agenda resource value bid depend type agenda available   player use remain resource build land sack land bribe knight away defense help build bishop cathedral   finally player harvest new resource turn   piece cathedral build game victory go player victory point   game originally release charlemagne think game essen   later slightly shorten krieg und friedenreimplement     charlemagne,1999,2.4638,6.09125,5.6736,1.298,2,4,12.66666667,1,0,https://cf.geekdo-images.com/I1GQofopNwNm8uVKUx0xcw__original/img/pDbe19a_y8epNptMnShMGsDkG4Y=/0x0/filters:format(jpeg)/pic359365.jpg,5454,1760,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
49,Mamma Mia!,designer uwe rosenberg talent dream new inventive card game mamma mia perfect example talent player place pizza ingredient combine pool try time pizza bake order use s available kitcheneach player start game different pizza order fill order card hand player start hand ingredient card show pepperoni mushroom pineapple green pepper olive turn player lay ingredient card single type common stack optionally add pizza order card stack refill hand draw card play share ingredient deck order deckafter draw pile exhaust share pile card flip sort ingredient order come ingredient card available fill order owner score player difference play card hand score order return card order deckonce order score return shuffle ingredient pizza start round play complete round player s fill order win,1998,1.3693,6.47074,6.23895,1.25909,2,5,7.6,1,0,https://cf.geekdo-images.com/R4sklz_ELBN5nLFTwagvLQ__original/img/7IHqMhY3qCMcpoMT22fNeFnGLLo=/0x0/filters:format(jpeg)/pic2824027.jpg,1635,21926,21926,500,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
